ID	UniProtKB	KEGG ID	KO Number	GO terms	
HVAEP7.T012585.1	Q3SZF2	ARF4_BOVIN	bta:518601;		Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192]
HVAEP7.T012586.1	Q9H1K0	RBNS5_HUMAN	hsa:64145;		cytosol [GO:0005829]; early endosome membrane [GO:0031901]; endosome [GO:0005768]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]; small GTPase binding [GO:0031267]; zinc ion binding [GO:0008270]; early endosome to Golgi transport [GO:0034498]; endosomal transport [GO:0016197]; Golgi to lysosome transport [GO:0090160]; protein transport [GO:0015031]; regulation of Golgi organization [GO:1903358]
HVAEP7.T012589.1	Q3UXZ9	KDM5A_MOUSE	mmu:214899;		nucleolus [GO:0005730]; nucleus [GO:0005634]; protein-DNA complex [GO:0032993]; chromatin binding [GO:0003682]; chromatin DNA binding [GO:0031490]; DNA binding [GO:0003677]; enzyme inhibitor activity [GO:0004857]; histone binding [GO:0042393]; histone demethylase activity [GO:0032452]; histone H3K4me/H3K4me2/H3K4me3 demethylase activity [GO:0034647]; methylated histone binding [GO:0035064]; transcription cis-regulatory region binding [GO:0000976]; transcription coactivator activity [GO:0003713]; zinc ion binding [GO:0008270]; chromatin remodeling [GO:0006338]; circadian regulation of gene expression [GO:0032922]; facultative heterochromatin formation [GO:0140718]; histone H3-K4 demethylation [GO:0034720]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA-binding transcription factor activity [GO:0051090]
HVAEP7.T012594.1	Q7TMX5	SHQ1_MOUSE	mmu:72171;		cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; unfolded protein binding [GO:0051082]; box H/ACA snoRNP assembly [GO:0000493]; negative regulation of rRNA processing [GO:2000233]; positive regulation of apoptotic process [GO:0043065]; ribonucleoprotein complex assembly [GO:0022618]
HVAEP7.T012595.1	Q2M2T6	ASTER_BOVIN	bta:508733;		endoplasmic reticulum membrane [GO:0005789]; protein folding chaperone [GO:0044183]; protein insertion into ER membrane [GO:0045048]
HVAEP7.T012597.1	Q7Z6Z7	HUWE1_HUMAN	hsa:10075;		cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; Golgi membrane [GO:0000139]; membrane [GO:0016020]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; secretory granule lumen [GO:0034774]; DNA binding [GO:0003677]; RNA binding [GO:0003723]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; base-excision repair [GO:0006284]; cell differentiation [GO:0030154]; circadian regulation of gene expression [GO:0032922]; Golgi organization [GO:0007030]; histone ubiquitination [GO:0016574]; membrane fusion [GO:0061025]; negative regulation of mitochondrial fusion [GO:0010637]; positive regulation of mitophagy in response to mitochondrial depolarization [GO:0098779]; positive regulation of protein targeting to mitochondrion [GO:1903955]; positive regulation of protein ubiquitination [GO:0031398]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein monoubiquitination [GO:0006513]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]
HVAEP7.T012598.1	P55861	MCM2_XENLA	xla:380451;		chromatin [GO:0000785]; CMG complex [GO:0071162]; MCM complex [GO:0042555]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; metal ion binding [GO:0046872]; cell cycle [GO:0007049]; DNA replication initiation [GO:0006270]; DNA unwinding involved in DNA replication [GO:0006268]; negative regulation of DNA helicase activity [GO:1905775]; regulation of DNA-templated DNA replication initiation [GO:0030174]
HVAEP7.T012599.1	P08770	TRA1_MAIZE			DNA binding [GO:0003677]; protein dimerization activity [GO:0046983]; DNA recombination [GO:0006310]; transposition [GO:0032196]
HVAEP7.T012600.1	Q5RBK0	GIN1_PONAB	pon:100190817;		nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]
HVAEP7.T012601.1	P48445	BPL1_YEAST	sce:YDL141W;		cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; biotin-[acetyl-CoA-carboxylase] ligase activity [GO:0004077]; biotin-[methylcrotonoyl-CoA-carboxylase] ligase activity [GO:0004078]; biotin-[methylmalonyl-CoA-carboxytransferase] ligase activity [GO:0004079]; biotin-[propionyl-CoA-carboxylase (ATP-hydrolyzing)] ligase activity [GO:0004080]; biotin-[pyruvate-carboxylase] ligase activity [GO:0071734]; protein modification process [GO:0036211]
HVAEP7.T012602.1	Q12926	ELAV2_HUMAN	hsa:1993;		nucleoplasm [GO:0005654]; ribonucleoprotein complex [GO:1990904]; mRNA 3'-UTR binding [GO:0003730]; RNA binding [GO:0003723]; regulation of DNA-templated transcription [GO:0006355]
HVAEP7.T012613.1	Q5SVZ6	ZMYM1_HUMAN	hsa:79830;		nucleus [GO:0005634]; protein dimerization activity [GO:0046983]; zinc ion binding [GO:0008270]
HVAEP7.T012617.1	Q3SZL6	DCP1B_BOVIN	bta:514548;		cytoplasm [GO:0005737]; nucleus [GO:0005634]; enzyme activator activity [GO:0008047]; hydrolase activity [GO:0016787]; deadenylation-dependent decapping of nuclear-transcribed mRNA [GO:0000290]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; positive regulation of catalytic activity [GO:0043085]
HVAEP7.T012620.1	Q4R8V8	CP100_MACFA			axonemal outer doublet [GO:0097545]; motile cilium [GO:0031514]; dynein complex binding [GO:0070840]; cilium movement [GO:0003341]; inner dynein arm assembly [GO:0036159]
HVAEP7.T012626.1	Q8L7E3	VSR7_ARATH	ath:AT4G20110;		endosome [GO:0005768]; Golgi membrane [GO:0000139]; Golgi transport complex [GO:0017119]; membrane [GO:0016020]; trans-Golgi network [GO:0005802]; calcium ion binding [GO:0005509]; ubiquitin protein ligase activity [GO:0061630]; Golgi to vacuole transport [GO:0006896]; protein targeting to vacuole [GO:0006623]; ubiquitin-dependent protein catabolic process [GO:0006511]
HVAEP7.T012627.1	Q24270	CAC1D_DROME	dme:Dmel_CG4894;		apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; voltage-gated calcium channel complex [GO:0005891]; high voltage-gated calcium channel activity [GO:0008331]; metal ion binding [GO:0046872]; voltage-gated calcium channel activity [GO:0005245]; calcium ion import across plasma membrane [GO:0098703]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; calcium-mediated signaling [GO:0019722]; epithelial fluid transport [GO:0042045]; locomotion [GO:0040011]; muscle contraction [GO:0006936]; neuron remodeling [GO:0016322]; regulation of ion transmembrane transport [GO:0034765]
HVAEP7.T012631.1	Q5YJC1	SYPH_SPECI			neuron projection [GO:0043005]; synaptic vesicle membrane [GO:0030672]; regulation of neuronal synaptic plasticity [GO:0048168]
HVAEP7.T012633.4	Q99MD6	TRXR3_MOUSE	mmu:232223;		cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; flavin adenine dinucleotide binding [GO:0050660]; thioredoxin-disulfide reductase activity [GO:0004791]; blastocyst formation [GO:0001825]; cell differentiation [GO:0030154]; cell redox homeostasis [GO:0045454]; glutathione metabolic process [GO:0006749]; spermatogenesis [GO:0007283]
HVAEP7.T012634.1	Q4QR80	RT25_RAT	rno:297459;		mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]; structural constituent of ribosome [GO:0003735]
HVAEP7.T012635.1	Q86TL2	STIMA_HUMAN	hsa:375346;		cortical endoplasmic reticulum [GO:0032541]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-plasma membrane contact site [GO:0140268]; membrane [GO:0016020]; calcium channel regulator activity [GO:0005246]; activation of store-operated calcium channel activity [GO:0032237]; calcium-mediated signaling using intracellular calcium source [GO:0035584]; positive regulation of calcineurin-NFAT signaling cascade [GO:0070886]
HVAEP7.T012636.1	O43315	AQP9_HUMAN	hsa:366;		basolateral plasma membrane [GO:0016323]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]; glycerol channel activity [GO:0015254]; purine nucleobase transmembrane transporter activity [GO:0005345]; pyrimidine nucleobase transmembrane transporter activity [GO:0005350]; urea channel activity [GO:0015265]; urea transmembrane transporter activity [GO:0015204]; water channel activity [GO:0015250]; amine transport [GO:0015837]; canalicular bile acid transport [GO:0015722]; cellular response to cAMP [GO:0071320]; glycerol transmembrane transport [GO:0015793]; purine nucleobase transport [GO:0006863]; pyrimidine nucleobase transport [GO:0015855]; response to pain [GO:0048265]; urea transmembrane transport [GO:0071918]; water transport [GO:0006833]
HVAEP7.T012637.1	O43315	AQP9_HUMAN	hsa:366;		basolateral plasma membrane [GO:0016323]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]; glycerol channel activity [GO:0015254]; purine nucleobase transmembrane transporter activity [GO:0005345]; pyrimidine nucleobase transmembrane transporter activity [GO:0005350]; urea channel activity [GO:0015265]; urea transmembrane transporter activity [GO:0015204]; water channel activity [GO:0015250]; amine transport [GO:0015837]; canalicular bile acid transport [GO:0015722]; cellular response to cAMP [GO:0071320]; glycerol transmembrane transport [GO:0015793]; purine nucleobase transport [GO:0006863]; pyrimidine nucleobase transport [GO:0015855]; response to pain [GO:0048265]; urea transmembrane transport [GO:0071918]; water transport [GO:0006833]
HVAEP7.T012638.1	O43315	AQP9_HUMAN	hsa:366;		basolateral plasma membrane [GO:0016323]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]; glycerol channel activity [GO:0015254]; purine nucleobase transmembrane transporter activity [GO:0005345]; pyrimidine nucleobase transmembrane transporter activity [GO:0005350]; urea channel activity [GO:0015265]; urea transmembrane transporter activity [GO:0015204]; water channel activity [GO:0015250]; amine transport [GO:0015837]; canalicular bile acid transport [GO:0015722]; cellular response to cAMP [GO:0071320]; glycerol transmembrane transport [GO:0015793]; purine nucleobase transport [GO:0006863]; pyrimidine nucleobase transport [GO:0015855]; response to pain [GO:0048265]; urea transmembrane transport [GO:0071918]; water transport [GO:0006833]
HVAEP7.T012641.5	Q8R4L0	SLAP2_MOUSE	mmu:77799;		cytoplasmic vesicle [GO:0031410]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; late endosome [GO:0005770]; nucleoplasm [GO:0005654]; phosphatidylinositol 3-kinase complex [GO:0005942]; plasma membrane [GO:0005886]; 1-phosphatidylinositol-3-kinase regulator activity [GO:0046935]; protein N-terminus binding [GO:0047485]; signaling adaptor activity [GO:0035591]; adaptive immune response [GO:0002250]; negative regulation of calcium-mediated signaling [GO:0050849]; negative regulation of T cell receptor signaling pathway [GO:0050860]; negative regulation of transcription by RNA polymerase II [GO:0000122]; phosphatidylinositol phosphate biosynthetic process [GO:0046854]; T cell activation [GO:0042110]
HVAEP7.T012643.4	G5CTG7	AQP10_MILTA			plasma membrane [GO:0005886]; channel activity [GO:0015267]
HVAEP7.T012646.2	E7EXZ6	BWNIN_DANRE	dre:100190888;		mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; mitochondrial cytochrome c oxidase assembly [GO:0033617]; mitochondrial respiratory chain complex III assembly [GO:0034551]
HVAEP7.T012647.1	Q9FYP9	IMAP2_ORYSJ	osa:4324088;		nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; nuclear import signal receptor activity [GO:0061608]; nuclear localization sequence binding [GO:0008139]; NLS-bearing protein import into nucleus [GO:0006607]
HVAEP7.T012649.1	Q5SVZ6	ZMYM1_HUMAN	hsa:79830;		nucleus [GO:0005634]; protein dimerization activity [GO:0046983]; zinc ion binding [GO:0008270]
HVAEP7.T012650.1	Q4R3D6	ZMYM5_MACFA	mcf:101867372;		nucleus [GO:0005634]; zinc ion binding [GO:0008270]
HVAEP7.T012651.3	Q8BKH7	SIN1_MOUSE	mmu:227743;		cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; TORC2 complex [GO:0031932]; molecular adaptor activity [GO:0060090]; phosphatidic acid binding [GO:0070300]; phosphatidylinositol-3,4,5-trisphosphate binding [GO:0005547]; phosphatidylinositol-3,4-bisphosphate binding [GO:0043325]; phosphatidylinositol-3,5-bisphosphate binding [GO:0080025]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; protein kinase binding [GO:0019901]; small GTPase binding [GO:0031267]; cellular response to nutrient levels [GO:0031669]; cytoskeleton organization [GO:0007010]; negative regulation of apoptotic process [GO:0043066]; negative regulation of Ras protein signal transduction [GO:0046580]; phosphorylation [GO:0016310]; positive regulation of cell growth [GO:0030307]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; regulation of cellular response to oxidative stress [GO:1900407]; TORC2 signaling [GO:0038203]
HVAEP7.T012656.1	Q4R3D6	ZMYM5_MACFA	mcf:101867372;		nucleus [GO:0005634]; zinc ion binding [GO:0008270]
HVAEP7.T012657.1	Q5SVZ6	ZMYM1_HUMAN	hsa:79830;		nucleus [GO:0005634]; protein dimerization activity [GO:0046983]; zinc ion binding [GO:0008270]
HVAEP7.T012658.1	Q7M1R5	SODC_SOYBN	gmx:100499991;		cytoplasm [GO:0005737]; copper ion binding [GO:0005507]; superoxide dismutase activity [GO:0004784]; removal of superoxide radicals [GO:0019430]
HVAEP7.T012659.1	Q54TU5	SODC4_DICDI	ddi:DDB_G0281493;		cytoplasm [GO:0005737]; copper ion binding [GO:0005507]; superoxide dismutase activity [GO:0004784]; removal of superoxide radicals [GO:0019430]; response to UV [GO:0009411]
HVAEP7.T012660.1	Q3ZCC9	SEC13_BOVIN	bta:512530;		COPII vesicle coat [GO:0030127]; endoplasmic reticulum membrane [GO:0005789]; GATOR2 complex [GO:0061700]; kinetochore [GO:0000776]; lysosomal membrane [GO:0005765]; nuclear pore outer ring [GO:0031080]; nucleoplasm [GO:0005654]; identical protein binding [GO:0042802]; structural molecule activity [GO:0005198]; COPII-coated vesicle budding [GO:0090114]; COPII-coated vesicle cargo loading [GO:0090110]; mRNA transport [GO:0051028]; positive regulation of TOR signaling [GO:0032008]; positive regulation of TORC1 signaling [GO:1904263]; protein exit from endoplasmic reticulum [GO:0032527]; protein import into nucleus [GO:0006606]; protein localization to plasma membrane [GO:0072659]
HVAEP7.T012662.1	Q687X5	STEA4_HUMAN	hsa:79689;		early endosome membrane [GO:0031901]; endosome [GO:0005768]; extracellular exosome [GO:0070062]; Golgi membrane [GO:0000139]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; cupric reductase activity [GO:0008823]; electron transfer activity [GO:0009055]; FAD binding [GO:0071949]; ferric-chelate reductase (NADPH) activity [GO:0052851]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; copper ion import [GO:0015677]; fat cell differentiation [GO:0045444]; iron import into cell [GO:0033212]; protein homotrimerization [GO:0070207]
HVAEP7.T012663.1	P20107	ZRC1_YEAST	sce:YMR243C;		fungal-type vacuole [GO:0000324]; fungal-type vacuole membrane [GO:0000329]; membrane [GO:0016020]; mitochondrial membrane [GO:0031966]; zinc ion transmembrane transporter activity [GO:0005385]; cellular zinc ion homeostasis [GO:0006882]; response to cadmium ion [GO:0046686]; zinc ion transmembrane transport [GO:0071577]
HVAEP7.T012666.1	Q3B7M6	NEDD1_BOVIN	bta:519463;		apical part of cell [GO:0045177]; centriole [GO:0005814]; ciliary basal body [GO:0036064]; cytosol [GO:0005829]; fibrillar center [GO:0001650]; nucleoplasm [GO:0005654]; pericentriolar material [GO:0000242]; spindle pole [GO:0000922]; gamma-tubulin binding [GO:0043015]; cell division [GO:0051301]; microtubule nucleation [GO:0007020]; mitotic cell cycle [GO:0000278]
